TYPE (F),F:Alias,F:Database Table,"F:Database Field (or ""UDF"")",F:Long Name,F:Short Name,F:User Type,F:User Length,F:User Decimals,F:Reference Table Name,F:Reference Display Mode (Dropdown/Picklist),F:Reference Valid Code Required
F,all-trn-GradingCycleWeeks,STUDENT_TRANSCRIPT,UDF,Grading Cycle Weeks,Grading Cycle Weeks,Character,2,0,,,
F,all-trn-TermName,STUDENT_TRANSCRIPT,UDF,Term Name,Term Name,Character,35,0,,,
F,all-trn-TermStartDate,STUDENT_TRANSCRIPT,UDF,Term Start Date,Term Start Date,Character,8,0,,,
F,all-trn-TermEndDate,STUDENT_TRANSCRIPT,UDF,Term End Date,Term End Date,Character,8,0,,,
F,all-trn-CredCodeType,STUDENT_TRANSCRIPT,UDF,Skl Cred Code Type,Skl Cred Code Type,Character,2,0,,,
F,all-trn-CredEarnedSklNumCode,STUDENT_TRANSCRIPT,UDF,Skl Cred Code,Skl Cred Code,Character,12,0,,,
F,all-trn-SbtCrsNumber,STUDENT_TRANSCRIPT,UDF,Sbt Crs Number,Sbt Crs Number,Character,7,0,,,
F,all-trn-SbtCrsSubjReq,STUDENT_TRANSCRIPT,UDF,Sbt State Subj Reqs,Sbt State Subj Reqs,Character,2,0,,,
F,all-trn-AgePgmCode,STUDENT_TRANSCRIPT,UDF,AGE Program Code,AGE Program Code,Character,7,0,,,
F,all-cnd-FasterDstNum,STUDENT_CONDUCT_INCIDENT,UDF,Faster District Number,District Number,Character,2,0,,,
F,all-cnd-FasterSklNum,STUDENT_CONDUCT_INCIDENT,UDF,Identifier,ID,Character,4,0,,,
F,all-act-FasterDstNum,STUDENT_CONDUCT_ACTION,UDF,Faster District Number,District Number,Character,2,0,,,
F,all-act-FasterSklNum,STUDENT_CONDUCT_ACTION,UDF,Identifier,ID,Character,4,0,,,
F,all-std-FLImmunizedEligibleForm,STUDENT,UDF,FL Immunized Eligible Form,FLImmunizedElForm,Logical,1,0,,,
F,all-std-FLExemption,STUDENT,UDF,FL Imm Exemption,FLImmExemption,Character,20,0,FL Immunization Exemption,,
